"id","created_at","updated_at","device_id","bugreport","end_time","status","os","device_type","number_meetings","sum_meetings","has_error","error","comment","ecs_arn"
"01H9757DVA9NHPHZDA1ETJHVW2",2023-09-01 06:50:24.000 +0530,2023-09-01 07:02:43.000 +0530,"2323LZ51VTU8",bugreports/2323LZ51VTU8/debugarchive/2023-09-01/2023-09-01T01:20:15.118Z,2023-09-01 06:50:15.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/3ce940431a4f41539c59c5a02558fa6a
"01H975BW4YE90HGVYC1X200GGB",2023-09-01 06:52:50.000 +0530,2023-09-01 07:00:08.000 +0530,"2237LZ513X08",bugreports/2237LZ513X08/debugarchive/2023-09-01/2023-09-01T01:21:01.210Z,2023-09-01 06:51:01.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/a675e4c18edd4d58bc0e7ddbe363d86b
"01H975H7A1NV12MGN0SD39EC19",2023-09-01 06:55:45.000 +0530,2023-09-01 07:06:45.000 +0530,"2323LZ52GZL8",bugreports/2323LZ52GZL8/debugarchive/2023-09-01/2023-09-01T01:25:34.380Z,2023-09-01 06:55:34.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/23eae53ca9e548e18333ba469e88561f
"01H975ZCFKVXVEVAJKQAWVZZ2C",2023-09-01 07:03:29.000 +0530,2023-09-01 07:08:56.000 +0530,"2241LZ5027J8",bugreports/2241LZ5027J8/debugarchive/2023-09-01/2023-09-01T01:33:01.007Z,2023-09-01 07:03:01.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/af588a3f1c49495f8f14c5e4139543e4
"01H9763K1SWPE6ZSCY2APVA4M0",2023-09-01 07:05:47.000 +0530,2023-09-01 07:16:18.000 +0530,"2237LZ513X08",bugreports/2237LZ513X08/debugarchive/2023-09-01/2023-09-01T01:35:30.779Z,2023-09-01 07:05:31.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/15a4db7af3a14371a9f60173308ed9bb
"01H977M98R2YJ1ZFSSDN4Q7E4X",2023-09-01 07:32:22.000 +0530,2023-09-01 07:35:30.000 +0530,"2241LZ502DF8",bugreports/2241LZ502DF8/debugarchive/2023-09-01/2023-09-01T02:01:49.649Z,2023-09-01 07:31:50.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/eb873aadd3f2477082bef9b82d944319
"01H978FNKYJ2H6KB7A872MTEWY",2023-09-01 07:47:20.000 +0530,2023-09-01 08:02:48.000 +0530,"2241LZ5024L8",bugreports/2241LZ5024L8/debugarchive/2023-09-01/2023-09-01T02:17:22.211Z,2023-09-01 07:47:22.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/fc3b751895d8408aa51e9beddc1c612a
"01H978K287ENV12YM87YEPWZ4Z",2023-09-01 07:49:11.000 +0530,2023-09-01 07:57:53.000 +0530,"2319LZ5138Z8",bugreports/2319LZ5138Z8/debugarchive/2023-09-01/2023-09-01T02:17:27.648Z,2023-09-01 07:47:28.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/9d7765bea1ae4b97884ca3f890fb486e
"01H978KNKJQJ4NWZ6AQ7A0M67M",2023-09-01 07:49:31.000 +0530,2023-09-01 07:59:33.000 +0530,"2319LZ5138Z8",bugreports/2319LZ5138Z8/debugarchive/2023-09-01/2023-09-01T02:19:19.507Z,2023-09-01 07:49:20.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/9c815062a191476eaa3d231afb08e750
"01H978X596G5M8ZWA9JP84B00M",2023-09-01 07:54:42.000 +0530,2023-09-01 08:05:40.000 +0530,"2241LZ502CE8",bugreports/2241LZ502CE8/debugarchive/2023-09-01/2023-09-01T02:24:19.531Z,2023-09-01 07:54:20.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/dee9c36f38d84f0da4412a08cba92dfd
"01H979RP7B0V2KK12S6QRDYYGE",2023-09-01 08:09:44.000 +0530,2023-09-01 08:16:22.000 +0530,"2323LZ535HV8",bugreports/2323LZ535HV8/debugarchive/2023-09-01/2023-09-01T02:39:27.192Z,2023-09-01 08:09:27.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/d58955c8c345475b9c5334ad14d3589c
"01H97ABG9MHKYG4WJBPSY4D97D",2023-09-01 08:20:00.000 +0530,2023-09-01 08:30:00.000 +0530,"2323LZ537CG8",bugreports/2323LZ537CG8/debugarchive/2023-09-01/2023-09-01T02:49:38.432Z,2023-09-01 08:19:38.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/732b48b2f40e4ce8b7b34c3dd9aceab0
"01H97BG6A005Y6X54W749ND6NH",2023-09-01 08:40:03.000 +0530,2023-09-01 08:42:43.000 +0530,"2241LZ502CT8",bugreports/2241LZ502CT8/debugarchive/2023-09-01/2023-09-01T03:09:38.521Z,2023-09-01 08:39:39.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/b85515ebc3f740869f67e74d30798e96
"01H97BT9XDYA92Q479AXSTAFD6",2023-09-01 08:45:34.000 +0530,2023-09-01 08:56:06.000 +0530,"2323LZ517408",bugreports/2323LZ517408/debugarchive/2023-09-01/2023-09-01T03:15:19.681Z,2023-09-01 08:45:20.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/214996a3528b48c5bcedac4e370a227c
"01H97CB6A751KQZR69DER92ZG2",2023-09-01 08:54:47.000 +0530,2023-09-01 09:01:14.000 +0530,"2241LZ502B38",bugreports/2241LZ502B38/debugarchive/2023-09-01/2023-09-01T03:24:21.125Z,2023-09-01 08:54:21.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/daebe0a5368e475bb5f6d127a558ac83
"01H97CBYA5QNSATQEFT5S1GH9T",2023-09-01 08:55:12.000 +0530,2023-09-01 09:07:09.000 +0530,"2323LZ535JF8",bugreports/2323LZ535JF8/debugarchive/2023-09-01/2023-09-01T03:24:52.250Z,2023-09-01 08:54:52.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/daf0c05e20f44e689b7b07eb1aeebed6
"01H97CCRTZFJTX3AN7Z30X80G2",2023-09-01 08:55:39.000 +0530,2023-09-01 09:03:59.000 +0530,"2319LZ51KBP8",bugreports/2319LZ51KBP8/debugarchive/2023-09-01/2023-09-01T03:25:16.262Z,2023-09-01 08:55:16.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/6e56393731114793b0b4ec8992b95620
"01H97CRZ75N0ERB20399DRWY0Y",2023-09-01 09:02:19.000 +0530,2023-09-01 09:16:00.000 +0530,"2323LZ535JL8",bugreports/2323LZ535JL8/debugarchive/2023-09-01/2023-09-01T03:31:59.858Z,2023-09-01 09:02:00.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/8b126abf55904b87b7f983bc235cb809
"01H97D74XFJ6TNER2S7M1MYANP",2023-09-01 09:10:03.000 +0530,2023-09-01 09:24:47.000 +0530,"2241LZ502D08",bugreports/2241LZ502D08/debugarchive/2023-09-01/2023-09-01T03:39:49.426Z,2023-09-01 09:09:49.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/38e46e574c0841ef80848958a2ceca28
"01H97E84AK8YTET2RHAQ4VTYP7",2023-09-01 09:28:04.000 +0530,2023-09-01 09:39:24.000 +0530,"2323LZ535K18",bugreports/2323LZ535K18/debugarchive/2023-09-01/2023-09-01T03:57:46.722Z,2023-09-01 09:27:47.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/b20ca664556b4c49b372b55fb4523d09
"01H97EHS43E6GF1B1QYT2CH4H5",2023-09-01 09:33:20.000 +0530,2023-09-01 09:48:45.000 +0530,"2323LZ50B918",bugreports/2323LZ50B918/debugarchive/2023-09-01/2023-09-01T04:02:45.668Z,2023-09-01 09:32:46.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/7906b33a1c7149238d423d5de0ca0761
"01H97EK5GNRH0BFWSBC72158KE",2023-09-01 09:34:06.000 +0530,2023-09-01 09:45:11.000 +0530,"2324LZ51P0V8",bugreports/2324LZ51P0V8/debugarchive/2023-09-01/2023-09-01T04:03:41.312Z,2023-09-01 09:33:41.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/7044293a695b4f4f815eb6441328aa7e
"01H97EZBDFVW5K9KN0P52XRCXG",2023-09-01 09:40:45.000 +0530,2023-09-01 09:54:12.000 +0530,"2323LZ535KH8",bugreports/2323LZ535KH8/debugarchive/2023-09-01/2023-09-01T04:13:12.986Z,2023-09-01 09:43:13.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/c12dcd8537564bf7b2b3a5d3a863f3d6
"01H97F33F3KS6SP9V2WVD3PMVR",2023-09-01 09:42:48.000 +0530,2023-09-01 09:57:46.000 +0530,"2323LZ5172D8",bugreports/2323LZ5172D8/debugarchive/2023-09-01/2023-09-01T04:12:35.360Z,2023-09-01 09:42:35.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/023fcbd1cbfa4813893556749608cd6e
"01H97F79F13C7F6CMMK7V7KGFZ",2023-09-01 09:45:05.000 +0530,2023-09-01 09:53:51.000 +0530,"2241LZ502CQ8",bugreports/2241LZ502CQ8/debugarchive/2023-09-01/2023-09-01T04:14:45.730Z,2023-09-01 09:44:46.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/b116deeaab784d928666aa681f8c86fd
"01H97FBVD4S243FY2HKFX61D2V",2023-09-01 09:47:35.000 +0530,2023-09-01 09:57:22.000 +0530,"2326LZ517618",bugreports/2326LZ517618/debugarchive/2023-09-01/2023-09-01T04:17:12.733Z,2023-09-01 09:47:13.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/ccc757e0a87544ca92c1789cb4bd0f58
"01H97FH79VKVZA3A0D4EB2HN7P",2023-09-01 09:50:31.000 +0530,2023-09-01 09:53:46.000 +0530,"2241LZ502AU8",bugreports/2241LZ502AU8/debugarchive/2023-09-01/2023-09-01T04:19:59.333Z,2023-09-01 09:49:59.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/62354a29ccf64a979a5c71a0d2525f90
"01H97FHCK8J09ZY9Q6YC7JFCQV",2023-09-01 09:50:36.000 +0530,2023-09-01 09:55:44.000 +0530,"2323LZ51VTU8",bugreports/2323LZ51VTU8/debugarchive/2023-09-01/2023-09-01T04:20:15.219Z,2023-09-01 09:50:15.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/b0ed6cb8e47f4529be3396f74b3355f2
"01H97F8E7DH2YSMR0GWX6BPNX1",2023-09-01 09:45:43.000 +0530,2023-09-01 09:55:27.000 +0530,"2241LZ5029V8",bugreports/2241LZ5029V8/debugarchive/2023-09-01/2023-09-01T04:15:25.158Z,2023-09-01 09:45:25.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/23c9d8629e394274ad4e549f94220803
"01H97FMYPGQW61HRN1K95K2QSR",2023-09-01 09:52:33.000 +0530,2023-09-01 10:02:16.000 +0530,"2237LZ513X08",bugreports/2237LZ513X08/debugarchive/2023-09-01/2023-09-01T04:21:01.349Z,2023-09-01 09:51:01.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/f119c65c4eb84d6491a915d6872d1dfb
"01H97FV3HNRR6JCYS9GPQYMS3E",2023-09-01 09:55:54.000 +0530,2023-09-01 10:10:34.000 +0530,"2323LZ52GZL8",bugreports/2323LZ52GZL8/debugarchive/2023-09-01/2023-09-01T04:25:34.416Z,2023-09-01 09:55:34.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/0b681acb57434fd29edb32a01bb6df98
"01H97G8YJ5538XRA87XSD9DZQ7",2023-09-01 10:03:28.000 +0530,2023-09-01 10:12:25.000 +0530,"2241LZ5027J8",bugreports/2241LZ5027J8/debugarchive/2023-09-01/2023-09-01T04:33:01.094Z,2023-09-01 10:03:01.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/404c9bf6455640d79eec67bf6a7bed8e
"01H97GD7JFF7A5WCGWEJ21J9SK",2023-09-01 10:05:48.000 +0530,2023-09-01 10:11:56.000 +0530,"2237LZ513X08",bugreports/2237LZ513X08/debugarchive/2023-09-01/2023-09-01T04:35:30.828Z,2023-09-01 10:05:31.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/e1aa81c7525e4c46b4fd4e0766865b9b
"01H97HXT0VB3HNCEYN3R9E9AF2",2023-09-01 10:32:20.000 +0530,2023-09-01 10:41:26.000 +0530,"2241LZ502DF8",bugreports/2241LZ502DF8/debugarchive/2023-09-01/2023-09-01T05:01:56.367Z,2023-09-01 10:31:56.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/9269ec12aad74f2b8489a22fac2c9504
"01H97JSH8M0ZB3TVJRA10G43HH",2023-09-01 10:47:29.000 +0530,2023-09-01 10:50:36.000 +0530,"2241LZ5024L8",bugreports/2241LZ5024L8/debugarchive/2023-09-01/2023-09-01T05:17:22.313Z,2023-09-01 10:47:22.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/f26b0b075893409b8574e26dc2a2632f
"01H97JWAR5WBA1WQQ34C942D8K",2023-09-01 10:49:00.000 +0530,2023-09-01 10:51:37.000 +0530,"2319LZ5138Z8",bugreports/2319LZ5138Z8/debugarchive/2023-09-01/2023-09-01T05:17:27.705Z,2023-09-01 10:47:28.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/d1db650ed43e4cbca7ab0fad8c5f7cf8
"01H97JXKYT4W5GPXSS64R762CR",2023-09-01 10:49:43.000 +0530,2023-09-01 10:55:43.000 +0530,"2319LZ5138Z8",bugreports/2319LZ5138Z8/debugarchive/2023-09-01/2023-09-01T05:19:19.590Z,2023-09-01 10:49:20.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/82bba2b899d842649be8acae63c69c2d
"01H97K6H3J85EVMNENP6Y5GCB8",2023-09-01 10:54:35.000 +0530,2023-09-01 11:02:52.000 +0530,"2241LZ502CE8",bugreports/2241LZ502CE8/debugarchive/2023-09-01/2023-09-01T05:24:19.629Z,2023-09-01 10:54:20.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/f90dfc6135f24b218dca5be864ea1225
"01H97M614R53A9J65JDBJH7SXC",2023-09-01 11:11:47.000 +0530,2023-09-01 11:25:05.000 +0530,"2323LZ535HV8",bugreports/2323LZ535HV8/debugarchive/2023-09-01/2023-09-01T05:39:27.258Z,2023-09-01 11:09:27.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/5906e7dfc38f4120a231cd9afd65276a
"01H97MMTTHHPJ1N669DVGEJ1K1",2023-09-01 11:19:52.000 +0530,2023-09-01 11:24:56.000 +0530,"2323LZ537CG8",bugreports/2323LZ537CG8/debugarchive/2023-09-01/2023-09-01T05:49:38.508Z,2023-09-01 11:19:39.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/82f50ceb534a4daaaff868baf6b6019a
"01H97NSDV9CEHJY7K70BARCT8N",2023-09-01 11:39:51.000 +0530,2023-09-01 11:54:00.000 +0530,"2241LZ502CT8",bugreports/2241LZ502CT8/debugarchive/2023-09-01/2023-09-01T06:09:38.594Z,2023-09-01 11:39:39.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/af07aa27ad014865bc08c640dcbc8cd9
"01H97P3S8N6FCBDPDYSXNTH2EB",2023-09-01 11:45:30.000 +0530,2023-09-01 12:01:36.000 +0530,"2323LZ517408",bugreports/2323LZ517408/debugarchive/2023-09-01/2023-09-01T06:15:19.752Z,2023-09-01 11:45:20.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/cd47325c9842479b913da2935594ca17
"01H97PMSW3MZ1XYJX842Z4STC6",2023-09-01 11:54:48.000 +0530,2023-09-01 11:58:42.000 +0530,"2241LZ502B38",bugreports/2241LZ502B38/debugarchive/2023-09-01/2023-09-01T06:24:21.183Z,2023-09-01 11:54:21.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/14fc098dbed54c199ebf2afb626e9bdc
"01H97PNQ3SAFYJ06XSMHPE9C24",2023-09-01 11:55:18.000 +0530,2023-09-01 12:06:58.000 +0530,"2323LZ535JF8",bugreports/2323LZ535JF8/debugarchive/2023-09-01/2023-09-01T06:24:52.356Z,2023-09-01 11:54:52.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/a1b289e366f24b86821b508daa338f0a
"01H97PPRBRSG3EXPJTQ92CQANS",2023-09-01 11:55:52.000 +0530,2023-09-01 12:05:32.000 +0530,"2319LZ51KBP8",bugreports/2319LZ51KBP8/debugarchive/2023-09-01/2023-09-01T06:25:16.326Z,2023-09-01 11:55:16.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/618ba1e473624edcaf12ffef61e27d83
"01H97Q2ZD6KG4DN59HN37T1038",2023-09-01 12:02:32.000 +0530,2023-09-01 12:08:49.000 +0530,"2323LZ535JL8",bugreports/2323LZ535JL8/debugarchive/2023-09-01/2023-09-01T06:31:59.957Z,2023-09-01 12:02:00.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/21b56e3680c24fc2ae1af8427ab4b83d
"01H97QH2G6PZVY93SSBN45EQ69",2023-09-01 12:10:14.000 +0530,2023-09-01 12:25:08.000 +0530,"2241LZ502D08",bugreports/2241LZ502D08/debugarchive/2023-09-01/2023-09-01T06:39:49.489Z,2023-09-01 12:09:49.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/efd4e00ced1d42ab9eda97bbbc39da67
"01H97RHXSD0TSHWK90D124WK46",2023-09-01 12:28:11.000 +0530,2023-09-01 12:39:09.000 +0530,"2323LZ535K18",bugreports/2323LZ535K18/debugarchive/2023-09-01/2023-09-01T06:57:46.764Z,2023-09-01 12:27:47.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/3c0b150b3a8249738d6f8d75592f0738
"01H97RVZNP8707J8TANZ5H684J",2023-09-01 12:33:40.000 +0530,2023-09-01 12:44:37.000 +0530,"2323LZ50B918",bugreports/2323LZ50B918/debugarchive/2023-09-01/2023-09-01T07:02:45.746Z,2023-09-01 12:32:46.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/8c2669aca33d41cdb2197de9f874b51b
"01H97RXSYZPG2TM1JQKGCBQ63G",2023-09-01 12:34:40.000 +0530,2023-09-01 12:38:06.000 +0530,"2324LZ51P0V8",bugreports/2324LZ51P0V8/debugarchive/2023-09-01/2023-09-01T07:03:41.350Z,2023-09-01 12:33:41.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/0889e8186041472b86bda6997631f002
"01H97SD34J4XJDV7KP5CGJV1TH",2023-09-01 12:43:01.000 +0530,2023-09-01 12:49:22.000 +0530,"2323LZ5172D8",bugreports/2323LZ5172D8/debugarchive/2023-09-01/2023-09-01T07:12:35.453Z,2023-09-01 12:42:35.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/c3daad7b6fce40ada875333213fc7804
"01H97SHVBV4S18G3CRW8H049NN",2023-09-01 12:45:37.000 +0530,2023-09-01 12:59:02.000 +0530,"2241LZ5029V8",bugreports/2241LZ5029V8/debugarchive/2023-09-01/2023-09-01T07:15:25.310Z,2023-09-01 12:45:25.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/cc623577835e49f7896218c3431fc863
"01H97SNGKS1CWVFN38PPVGFT2Z",2023-09-01 12:47:37.000 +0530,2023-09-01 12:55:21.000 +0530,"2326LZ517618",bugreports/2326LZ517618/debugarchive/2023-09-01/2023-09-01T07:17:12.819Z,2023-09-01 12:47:13.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/71be3532ad3d4b3da7def4bad716f498
"01H97SGXB4P2XXMHD1SEH3TQPB",2023-09-01 12:45:06.000 +0530,2023-09-01 12:55:56.000 +0530,"2241LZ502CQ8",bugreports/2241LZ502CQ8/debugarchive/2023-09-01/2023-09-01T07:14:45.798Z,2023-09-01 12:44:46.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/3e18d0c50b0d46e8a36f35b735bffa08
"01H97STPP0DDV200TJB148WHSZ",2023-09-01 12:50:27.000 +0530,2023-09-01 13:03:00.000 +0530,"2241LZ502AU8",bugreports/2241LZ502AU8/debugarchive/2023-09-01/2023-09-01T07:19:59.407Z,2023-09-01 12:49:59.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/55fb3c67613d4dc59016de5b09364cf7
"01H97SYQNYS2JG3QPYR4B68AVG",2023-09-01 12:52:39.000 +0530,2023-09-01 13:03:34.000 +0530,"2237LZ513X08",bugreports/2237LZ513X08/debugarchive/2023-09-01/2023-09-01T07:21:01.439Z,2023-09-01 12:51:01.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/746bb60491764f97b29a0db9ab86b134
"01H97SV739WFB9DNXWXN2M0NHW",2023-09-01 12:50:44.000 +0530,2023-09-01 13:00:37.000 +0530,"2323LZ51VTU8",bugreports/2323LZ51VTU8/debugarchive/2023-09-01/2023-09-01T07:20:15.298Z,2023-09-01 12:50:15.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/044526b928bf4989ad1faaf643e444e9
"01H97T4QRHAJ70E7XQY57ZMZV2",2023-09-01 12:55:56.000 +0530,2023-09-01 13:09:48.000 +0530,"2323LZ52GZL8",bugreports/2323LZ52GZL8/debugarchive/2023-09-01/2023-09-01T07:25:34.462Z,2023-09-01 12:55:34.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/5fd2377b1d76480a9b74664d7006ba1a
"01H97TJ4YDM446PHTEX26FTQNB",2023-09-01 13:03:15.000 +0530,2023-09-01 13:18:04.000 +0530,"2241LZ5027J8",bugreports/2241LZ5027J8/debugarchive/2023-09-01/2023-09-01T07:33:01.171Z,2023-09-01 13:03:01.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/b1c4a1be59c941d48c34c7e503e4ab46
"01H97TQ6JDXSRXC9TH02Y0S4EW",2023-09-01 13:06:01.000 +0530,2023-09-01 13:11:28.000 +0530,"2237LZ513X08",bugreports/2237LZ513X08/debugarchive/2023-09-01/2023-09-01T07:35:30.882Z,2023-09-01 13:05:31.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/55c359855d00439faa3abd91adedd374
"01H97V63VRRZEQGSFM2E0G00XW",2023-09-01 13:14:10.000 +0530,2023-09-01 13:27:51.000 +0530,"2241LZ502CN8",bugreports/2241LZ502CN8/debugarchive/2023-09-01/2023-09-01T07:43:54.090Z,2023-09-01 13:13:54.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/9281c28ffdda44a881bb82747026e0cd
"01H97VJBD45HR7N5NVNQ5YGET8",2023-09-01 13:20:51.000 +0530,2023-09-01 13:32:16.000 +0530,"2323LZ50B918",bugreports/2323LZ50B918/debugarchive/2023-09-01/2023-09-01T07:50:25.704Z,2023-09-01 13:20:26.000 +0530,Processed,"0.901.103",LogiSight,0,0.0,false,"",,arn:aws:ecs:us-east-1:473540753547:task/Prod-NLP-Cluster/dc8f1e98063049638f0f71764d8364b9
